videoId,author,text,publishedAt,likeCount,search_keyword,video_title,labelling
jmqObvr_oAU,@SitiHariani-x2j,"Komnas HAM BUBARKAN
KDM ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤",2025-05-02T10:45:53Z,0,kritik vasektomi bansos,Komnas HAM Kritik Rencana Dedi Mulyadi Jadikan Vasektomi Syarat Terima Bansos: Langgar Hak Privasi,1
kdntbrfFoXI,@herypurnomo9358,Kelahiran 4.8 juta kematian 1.7 juta dalam setahun.,2025-05-08T02:52:23Z,0,vasektomi jawa barat,Kata Dokter Boyke soal Wacana Vasektomi di Jawa Barat #HOTROOM,2
MX3EsyJNIAU,@hellokitty5131,"Selama ini saya salut dengan kebijakan kdm. Bahkan banyak dipuji dimana2. Tapi utk kebijakan yg ini , kebablasan. Apalagi dikaitkan dgn bansos yg belum tentu membuat orang bisa berkecukupan. Tolong klo buat kebijakan dipikir dulu, apalagi masyarakat jabar sangat agamis. Anak itu anugrah bhkn rejeki dr Alloh.",2025-05-03T12:18:40Z,6,vasektomi dedi mulyadi,Komentar Masyarakat Soal Pernyataan Dedi Mulyadi Usulkan Vasektomi Jadi Syarat Bansos [Newsline],3
uVfeG1yLMHs,@EmailAnyar-l7z,"Pak gub blm 1thn udah di senggol""elit aja 😂😂😂",2025-05-04T10:19:57Z,0,vasektomi jawa barat,"[HEADLINE NEWS, 04/05] Vasektomi Dianggap Haram Oleh MUI Jabar, Ini Tanggapan Gubernur Jabar",2
1-Frn0a5H1o,@jojonastaga50,kami butuh versi full lagu openingnya,2025-05-16T11:57:25Z,0,vasektomi keluarga miskin,"KANG DEDI MULYADI PENDENGAR MUSMAS?! SEPAKAT WARGA MISKIN HARUS VASEKTOMI, DILARANG BERKEMBANG BIAK!",2
h-nZhyDpDqA,@faozanzen9925,"Negara maju & besar di wajibkan & di anjurkan banyak istri & keturunan.
Contoh: Rusia, China, Maroko,jepang,korsel.
Di Konoha wajib & di anjurkan kb & vasektomi syarat dapat subsidi pemerintah.😢😢😢",2025-05-05T07:53:12Z,0,vasektomi bansos,MUI Tanggapi Polemik Vasektomi Sebagai Syarat Bansos | Kabar Utama Pagi tvOne,3
01VzjUUJjkk,@Dasa10muka,Gak setuju lah. Siapa yang mau vasektomi. Sama aja kebiri.. kali ini saya ga setuju dengan pendapat KDM. Yang setuju dengan KDM silahkan mencontohkan terlebih dahulu... Ayo bapak bapak pendukung KDM kalian KB vasektomi duluan..,2025-05-02T22:13:59Z,2,vasektomi dedi mulyadi,"Tanggapi Rencana KB Vasektomi Dedi Mulyadi, MUI: Haram | Kabar Petang tvOne",3
kdntbrfFoXI,@poppysofia7371,"Bapak2 penerima bansos, cari uang teh kan susah.. sok atuh berkorban buat vaksetomi, resikonya sangat sedikit.. ibu2nya juga bisa lebih sehat karena ga harus nanggung masalah kesehatan kaya masalah hormon yg disebabkan oleh kb untuk perempuan, anak2 juga ga terlalu banyak jadi ga terlalu capek ngurusnya
open minded atuh, tong jiga monyet ngagugulung kalapa",2025-05-08T00:28:08Z,0,vasektomi jawa barat,Kata Dokter Boyke soal Wacana Vasektomi di Jawa Barat #HOTROOM,1
VXdCZ9bptes,@RilAntoni,"Percaya Atau Tidak,, Andai Di tahun 2034 KDM jadi RI 1 ,,, Sebagian Walikota , Bupati, + Wakil atau Tingkat Bawah,,Atau Gubernur lain yg ikut Kebijakan KDM tanpa Sungkan  Yg Bisa Bekerja Baik,,, Akan Jadi Apresiasi KDM jadi Pembantunya dalam Pemerintahanya Nanti RI1 ,,Atau Bisa Jadi Gubernur Lain Yg Kerja Nyata juga Bisa Jadi Pesaing KDM 2034 Walaupun Tadi NIRU NIRU  KDM,,justru Gubernur itu Juga Di Cintai Rakyatnya juga ,,,,,,, Kalau 2029 KDM Masih Hormat Untuk Prabowo 👍",2025-05-04T09:24:21Z,0,vasektomi bansos,Jawab Dedi Mulyadi soal MUI Haramkan Vasektomi untuk Syarat Penerima Bansos,2
kdntbrfFoXI,@Surtikantii,"Jelas melanggar HAM,nggak smua laki” berani vasektomi,napa nggak pke alternatif KB lain,klo niat ngasih bansos mbokyau jgn ngadi” persyaratan,mntang” jomblo",2025-05-10T15:51:23Z,0,vasektomi jawa barat,Kata Dokter Boyke soal Wacana Vasektomi di Jawa Barat #HOTROOM,3
jysHHJVOTlA,@AtiniHayati-yk5nr,"Setuju Vasektomi yang anaknya sudah banyak tapi suaminya pengangguran, malas",2025-05-09T00:51:32Z,0,kritik vasektomi bansos,Komentar Masyarakat Soal Pernyataan Dedi Mulyadi Usulkan Vasektomi Jadi Syarat Bansos  #shorts,1
kdntbrfFoXI,@bountyhunter4490,S'moga komentator anis hidayah setiap ngelakuin hubungan sex langsung jadi anak biar tau rasanya banyak anak lagian bu anis hidayah orang punya juga jadi gak perlu (bansos)smoga ke ijabah,2025-05-12T06:38:03Z,0,vasektomi jawa barat,Kata Dokter Boyke soal Wacana Vasektomi di Jawa Barat #HOTROOM,2
GWhlCEtiQ0Y,@subahanhtc5262,Suruh main slepetan aja itu bunglon cak imin,2025-05-04T18:33:32Z,0,kritik vasektomi bansos,"DEDI MULYADI DISERANG Kritik! Usulan Soal Vasektomi Syarat Bansos Dikecam, Cak Imin: Tidak Boleh",2
MX3EsyJNIAU,@Z...969,BAPA AING URUS CAMPUR URUSAN PANGERAN AING...,2025-05-05T03:06:16Z,0,vasektomi dedi mulyadi,Komentar Masyarakat Soal Pernyataan Dedi Mulyadi Usulkan Vasektomi Jadi Syarat Bansos [Newsline],2
kdntbrfFoXI,@Abashom20104,"Dalam upaya menurunkan angka kemiskinan di Jawa Barat, Gubernur Dedi Mulyadi melontarkan gagasan kontroversial yakni menjadikan vasektomi sebagai salah satu syarat bagi penerima bantuan sosial (bansos). Ide tersebut menuai pro dan kontra di kalangan publik. Sebagian pihak menilai kebijakan ini tidak manusiawi dan melanggar hak asasi manusia, sementara sebagian lainnya menganggap langkah tersebut sebagai upaya berani untuk menekan angka kelahiran di Jabar
Namun, perlu diingat bahwa kewenangan dalam pengambilan keputusan terkait bansos berada di tangan pemerintah pusat. Maka, gagasan tersebut sejatinya masih bersifat wacana dan belum diterapkan secara resmi. KDM juga menegaskan bahwa vasektomi bukanlah satu-satunya opsi. Alternatif lain, seperti penggunaan kondom, juga disarankan sebagai solusi untuk mengendalikan angka kelahiran.
Sayangnya, respons dari lembaga-lembaga HAM di Indonesia justru tidak menyoroti aspek penting dari gagasan tersebut, yakni upaya pembelaan terhadap hak-hak perempuan. Dengan menekankan pengendalian kelahiran pada laki-laki melalui vasektomi atau kondom, maka beban perempuan untuk menggunakan alat kontrasepsi dapat berkurang. Hal ini merupakan bentuk perlakuan yang lebih adil dan setara bagi perempuan, namun aspek ini justru luput dari perhatian publik.
Alih-alih memberikan solusi, pernyataan sejumlah tokoh masyarakat termasuk Komnas HAM justru memperkeruh situasi dengan menyudutkan KDM tanpa mempertimbangkan konteks kebijakan secara menyeluruh. Tidak dapat disangkal, ada kesan kuat bahwa agenda tertentu sedang dimainkan oleh sejumlah pihak di balik polemik ini. Sebuah pertanyaan besar pun muncul: Mengapa aspek keadilan gender tidak disoroti oleh Komnas HAM? Apakah benar perjuangan hak-hak perempuan hanya sekadar retorika semata?
Jika lembaga HAM di Indonesia benar-benar peduli pada keadilan gender, maka mereka seharusnya memberikan dukungan terhadap upaya pengendalian kelahiran yang tidak hanya bertumpu pada perempuan. Sebaliknya, jika mereka memilih untuk tetap bersikap diam terhadap aspek tersebut, maka publik berhak mempertanyakan motivasi sebenarnya di balik reaksi keras terhadap gagasan vasektomi sebagai syarat bansos",2025-05-07T23:30:57Z,0,vasektomi jawa barat,Kata Dokter Boyke soal Wacana Vasektomi di Jawa Barat #HOTROOM,3
9hftVfkxJjY,@kopihitamku757,Mandul berjamaah,2025-05-04T08:14:32Z,0,bansos syarat vasektomi,Sederet Tokoh Kecam Dedi Mulyadi soal Usulan Vasektomi Syarat Bansos: Gak Boleh Bikin Aturan Sendiri,3
78rwe4E73vY,@BlackRouse-qk9ev,"banyak lho anak yang mengubur mimpinya karena ekonomi,terus jadi generasi sandwich,rela merantau ke luar negeri bertahun tahun,itu buat ngebiayaain keluarga dan sau daranya,, jadi buat yang merasa ekonominya dibawah lebih baik 2 anak cukup,, biayain anaknya sampai sukses sampai cita² nya terwujud,bukannya nambah anak lagi",2025-05-12T03:49:44Z,0,vasektomi bansos,"[LIVE] Dedi Mulyadi: Mau Bansos, Vasektomi Dulu? | Catatan Demokrasi tvOne",1
01VzjUUJjkk,@aemsigit,"3:40 ko saya fokus ke kursi y, belum unboxing ASMR😅",2025-05-02T23:05:10Z,1,vasektomi dedi mulyadi,"Tanggapi Rencana KB Vasektomi Dedi Mulyadi, MUI: Haram | Kabar Petang tvOne",2
01VzjUUJjkk,@ホモカウェア,"Miskin atau tidaknya sebuah keluarga bukan semata-mata ditentukan oleh jumlah anak. Yang jauh lebih menentukan adalah:

Akses terhadap layanan publik,

Tingkat pendidikan orang tua,

Distribusi ekonomi dan peran negara,

Kualitas kebijakan pembangunan manusia.


Jadi, alih-alih menyalahkan “jumlah anak”, fokus semestinya diarahkan pada kualitas sistem sosial dan ekonomi yang memungkinkan setiap anak—sedikit atau banyak—tumbuh menjadi warga negara yang produktif dan sehat.",2025-05-04T06:08:17Z,0,vasektomi dedi mulyadi,"Tanggapi Rencana KB Vasektomi Dedi Mulyadi, MUI: Haram | Kabar Petang tvOne",3
uVfeG1yLMHs,@nadzirhan1236,😂😂aduh bapak aingg.. padahal tong nyuieun kabijakan anu mepet kana agama..hukum agama moal bisa dilawan ku logika..kecuali bisa ngoreksi fatwa ulama2 baheula ku dalil2 anu memang aya rujukan na.. geuss lah bapak aing mah urusan jabar bersih2😢 husus na bersih preman..,2025-05-04T10:13:38Z,0,vasektomi jawa barat,"[HEADLINE NEWS, 04/05] Vasektomi Dianggap Haram Oleh MUI Jabar, Ini Tanggapan Gubernur Jabar",3
78rwe4E73vY,@sumratisumrati6994,jangan terlalu gegabah ambil keputusan kdm. klo bertentangandengan agama entar kebijakan kmu sukses vasektominya tapi klo alloh turunkan azab musibah gimana?karna dunia dan seisinya hanya alloh yg berkusa,2025-05-06T16:32:57Z,0,vasektomi bansos,"[LIVE] Dedi Mulyadi: Mau Bansos, Vasektomi Dulu? | Catatan Demokrasi tvOne",3
xLgvgFik15U,@RiskyputranoveHendriatno,"Meskipun tidak ada ajaran eksplisit tentang ""keluarga berencana"" seperti dalam konteks modern, Islam mengajarkan kesederhanaan, tidak berlebihan, dan pengelolaan rezeki yang baik. Pemborosan dilarang keras, dan umat Islam dianjurkan untuk menafkahi keluarga dengan baik sesuai kemampuan. Konsep rezeki yang berkah tidak hanya tentang kuantitas, tetapi juga tentang bagaimana rezeki itu digunakan. Jika seseorang terus beranak tanpa kemampuan menafkahi, hal itu bertentangan dengan prinsip menjaga kesejahteraan keluarga.",2025-05-22T17:57:22Z,0,politik bansos vasektomi,Gubernur Dedi Mulyadi Luruskan Maksud Penerima Bansos Harus Vasektomi,2
MX3EsyJNIAU,@ovangustellah5195,"😂😂😂 .. kalo yg gak punya istri mah bebas ..
Kalo yg punya istri suka suka dia lah..",2025-05-01T11:03:26Z,0,vasektomi dedi mulyadi,Komentar Masyarakat Soal Pernyataan Dedi Mulyadi Usulkan Vasektomi Jadi Syarat Bansos [Newsline],2
vOAEsi2PJew,@JananuragaAdha,Kapan PKH turun lagi pak gub??,2025-04-30T07:56:54Z,0,vasektomi bansos,"KB Pria Syarat Penerima Bansos, BKKBN: Kita Terus Edukasi, Vasektomi Tak Mengubah &#39;Keperkasaan&#39; Pria",2
I8KPAIUQLH0,@ludianaoge,"Bolokotono.  Ormas PDI,,,",2025-05-12T04:45:19Z,0,politik bansos vasektomi,"Gimmick Bansos, Dedi Mulyadi Langgar Undang Undang? #shorts",2
kdntbrfFoXI,@adinboy6871,Ahli dan awam...keren Dr. BOYKE,2025-05-10T03:33:01Z,0,vasektomi jawa barat,Kata Dokter Boyke soal Wacana Vasektomi di Jawa Barat #HOTROOM,2
1-Frn0a5H1o,@ilhamajipranatayakti,"gua ditinggal hts gua janda anak 3 gara-gara mau fokus sama ngurus anak anjirrr, nyebelin banget bangsat jadi ga bisa hs lagi gua ama tuh janda liar",2025-05-19T14:00:19Z,0,vasektomi keluarga miskin,"KANG DEDI MULYADI PENDENGAR MUSMAS?! SEPAKAT WARGA MISKIN HARUS VASEKTOMI, DILARANG BERKEMBANG BIAK!",2
1-Frn0a5H1o,@stablejobless,"saya juga hafal nih jokes ini, waktu kdm ngasih saran langsung kepikiran lah bukannya coki pernah bilang dulu ya 😁",2025-05-16T18:02:01Z,1,vasektomi keluarga miskin,"KANG DEDI MULYADI PENDENGAR MUSMAS?! SEPAKAT WARGA MISKIN HARUS VASEKTOMI, DILARANG BERKEMBANG BIAK!",2
kdntbrfFoXI,@penontonchannel6748,"Memutus jalur untuk memiliki anak kalau tanpa udzur syar'i itu haram.
Semoga KDM bisa lebih bijak, jangan sampai ini malah jd perilaku masal yg tanpa udzur syar'i.
Bisa jadi dosa jariyah yg luarbiasa besarnya. 🙏
Terlebih latarbelakangnya hanya karena bansos.",2025-05-08T06:24:34Z,0,vasektomi jawa barat,Kata Dokter Boyke soal Wacana Vasektomi di Jawa Barat #HOTROOM,3
kdntbrfFoXI,@muhamadanwar5736,Urus OCI aja ga becus ham ham,2025-05-08T00:11:15Z,0,vasektomi jawa barat,Kata Dokter Boyke soal Wacana Vasektomi di Jawa Barat #HOTROOM,1
uVfeG1yLMHs,@yz85dtracker40,Karena mereka bodoh2 hanya beruntung jadi elite ...andai mereka pinter negara ini sudah makmur ...kirim mereka kebarak didik lagi biar pinter,2025-05-04T08:12:24Z,0,vasektomi jawa barat,"[HEADLINE NEWS, 04/05] Vasektomi Dianggap Haram Oleh MUI Jabar, Ini Tanggapan Gubernur Jabar",2
SCYRHwcEdM0,@Fatir-v6d,preeet,2025-05-07T17:39:54Z,0,vasektomi bansos,"[FULL] Vasektomi Untuk Bansos, Solusi Atau Kontroversi? | HOTROOM",2
SCYRHwcEdM0,@hennychristiani1028,Ono Ono wae.....ah....dasarnya ga suka mah ...tetep we ...,2025-05-08T03:27:09Z,1,vasektomi bansos,"[FULL] Vasektomi Untuk Bansos, Solusi Atau Kontroversi? | HOTROOM",2
MX3EsyJNIAU,@pijatpanggilan9969,"Topi topi.... Yg belum punya anak ngapain di vasektomi.... 
Yg udah 2 baru pak di vasektomi",2025-05-04T10:08:02Z,0,vasektomi dedi mulyadi,Komentar Masyarakat Soal Pernyataan Dedi Mulyadi Usulkan Vasektomi Jadi Syarat Bansos [Newsline],2
01VzjUUJjkk,@RatihNurmalasari-s5f,Seharus nya yg menyangkut Agama kdm tanya dulu sama ulama Ahli jgan asal asalan,2025-05-02T15:21:38Z,0,vasektomi dedi mulyadi,"Tanggapi Rencana KB Vasektomi Dedi Mulyadi, MUI: Haram | Kabar Petang tvOne",3
C5TqR8OfoQk,@nahrowipekalongan2391,"Hahaha lucu ngakak parah..
Percaya atau tidak nanti yang di Vaksetomi siapa yang dapat bansos siapa pasti beda orang.
Orang miskin hanya di jadikan umpan,
Faktanya di lapangan yang dapat bnsos tersebut orang2 yang sudah berada.
PAHAM NGGAK SII",2025-05-06T14:31:13Z,1,vasektomi bansos,Dedi Mulyadi Meluruskan Perihal Vasektomi jadi Syarat Dapat Bansos | AKIM tvOne,3
SCYRHwcEdM0,@Indonesiaemass-t1n,"ONO ITU GUNANYA APA SI?
wakil rakyat atau wakil PARA ELITE GLOBAL HAH!!!!!!!",2025-05-13T20:27:09Z,1,vasektomi bansos,"[FULL] Vasektomi Untuk Bansos, Solusi Atau Kontroversi? | HOTROOM",2
tJ3hzgn6pVw,@TjahyoWibowo-f7u,"Dedi mulyadi aja yang kurang pinternya, bagaimana seandainya itu kang dedi mulyadi yang diposisi penerima bansos?",2025-05-05T11:48:26Z,1,bansos syarat vasektomi,Dedi Mulyadi Tanggapi MUI yang Haramkan Vasektomi untuk Syarat Penerima Bansos: Program Ini Legal,3
jysHHJVOTlA,@DavidAndrean-t6m,Saya sebagai laki2 setuju dan saya mau,2025-05-03T22:33:14Z,0,kritik vasektomi bansos,Komentar Masyarakat Soal Pernyataan Dedi Mulyadi Usulkan Vasektomi Jadi Syarat Bansos  #shorts,1
1-Frn0a5H1o,@ripayripay-h1s,diadonin aja suaminya -mpo citra-wkwkwkwkwk,2025-05-16T12:20:15Z,0,vasektomi keluarga miskin,"KANG DEDI MULYADI PENDENGAR MUSMAS?! SEPAKAT WARGA MISKIN HARUS VASEKTOMI, DILARANG BERKEMBANG BIAK!",2
C5TqR8OfoQk,@ranrancollections8267,Susah kalau pakai karet hrus disiplin dan juga masih ada potensi sp..ma masih lolos,2025-05-07T02:13:41Z,0,vasektomi bansos,Dedi Mulyadi Meluruskan Perihal Vasektomi jadi Syarat Dapat Bansos | AKIM tvOne,2
cbdRjUDNrYY,@KojelJailani-vk5hk,"Mantap bapak aing❤❤❤
Sehat dan panjang umur buat bapak aing beserta kluarga",2025-05-06T17:49:42Z,0,vasektomi dedi mulyadi,Dedi Mulyadi Usulkan Vasektomi sebagai Syarat Bansos | Sindo Sore | 03/05,1
EJNMlD8KSH0,@isabel-mj1rs,"Gubernur kontroversial...
tapi masuk akal juga sih buat org miskin",2025-04-30T05:44:57Z,0,vasektomi bansos,Dedi Mulyadi Usulkan Penerima Bansos Dengan Syarat Vasektomi,2
uVfeG1yLMHs,@NadinNadianti,MUI weure atau orang arab kali takut kekurangan pembantu atau Indonesia lebih maju,2025-05-04T12:47:16Z,0,vasektomi jawa barat,"[HEADLINE NEWS, 04/05] Vasektomi Dianggap Haram Oleh MUI Jabar, Ini Tanggapan Gubernur Jabar",1
9hftVfkxJjY,@ekosanjaya5377,"gini, kalo vasektomi katanya haram menurut islam
yaudah warga yang gak mau vasektomi bisa minta bnsos ke pbnu sana
gw muslim, tapi jug gak suka apa² dikaikan dengan alasan syariat
negara ini berasas pancasila bukan khilafah",2025-05-04T04:35:44Z,3,bansos syarat vasektomi,Sederet Tokoh Kecam Dedi Mulyadi soal Usulan Vasektomi Syarat Bansos: Gak Boleh Bikin Aturan Sendiri,1
78rwe4E73vY,@imamiskarom7993,"Mau bansos? 
Bercerai dulu biar statusnya duda atau janda.",2025-05-16T03:46:50Z,0,vasektomi bansos,"[LIVE] Dedi Mulyadi: Mau Bansos, Vasektomi Dulu? | Catatan Demokrasi tvOne",2
1-Frn0a5H1o,@Warsito-x,"Nah dari sekarang langsung aja jadi trio buzzernya KDM, jangan tanggung.",2025-05-16T12:35:28Z,0,vasektomi keluarga miskin,"KANG DEDI MULYADI PENDENGAR MUSMAS?! SEPAKAT WARGA MISKIN HARUS VASEKTOMI, DILARANG BERKEMBANG BIAK!",2
MX3EsyJNIAU,@muslih7505,"Vasektomi beda pembahasan nya, bansos beda lagi pembahasan nya! Jangan di olah jadi satu!",2025-05-03T07:35:27Z,0,vasektomi dedi mulyadi,Komentar Masyarakat Soal Pernyataan Dedi Mulyadi Usulkan Vasektomi Jadi Syarat Bansos [Newsline],2
kdntbrfFoXI,@Dazzling123-i5s,"KOMNAS HAM BUBARKAN AJA, LOGIKA DAN CARA BERPIKIRNYA ANEH, Trus apa bedanya Bu, Hak untuk anak2 yang tdk minta dilahirkan, tapi terpaksa hidup susah soalnya Ortunya bikin Anak terus tapi miskin, Ibu dari KOMNAS HAM ini berpikir bijak lah",2025-05-08T06:30:55Z,0,vasektomi jawa barat,Kata Dokter Boyke soal Wacana Vasektomi di Jawa Barat #HOTROOM,1
kdntbrfFoXI,@Haryono2295,Kalo engga keluar Brati tahan lama dong dok?,2025-05-10T04:53:34Z,0,vasektomi jawa barat,Kata Dokter Boyke soal Wacana Vasektomi di Jawa Barat #HOTROOM,2
kdntbrfFoXI,@tienroberts4642,"Di Australia, Amerika@, Inggris , Jerman pokoknya Negara2 maju Vasektomi sejak puluhan tahun lalu, warga Indonesia harus di edukasi dulu karena belum mengerti ...",2025-05-10T11:13:11Z,0,vasektomi jawa barat,Kata Dokter Boyke soal Wacana Vasektomi di Jawa Barat #HOTROOM,1
kdntbrfFoXI,@umairabdullah2818,"Gak akan ada wacana vasektomi, jika setiap suami istri faham tentang tanggung jawab sebagai orang tua, mendidik agama dan dunianya. Kenyataannya banyak orang yang kesulitan ekonomi egois punya anak banyak tapi tidak terurus dan dzolim terhadap anak, hak anak untuk bermain malah disuruh ngamen dan minta2.
Gak ada larangan punya anak berapa asal sebagai orang tua TANGGUNG JAWAB.",2025-05-08T03:55:52Z,0,vasektomi jawa barat,Kata Dokter Boyke soal Wacana Vasektomi di Jawa Barat #HOTROOM,2
EJNMlD8KSH0,@feynales8388,dede mulyadi. jgn buat kebijakan yg anda tidak tau rasa nyaa. sy laki laki tersinggung. anda rasakan dulu rasa nya di vaksetomi baru anda buat kebijakn. layak tidak kebijakan itu untuk laki laki. anda pemimpin ..memang konstitusi kita meminta anda melayani kami.dan membantu masyarakat ekonomi lemah. kodrat laki2 memang menafkahi .merekanakan lakukan itu sdh kodrat nya cuma nasib nya neegara ini yg tdk bisa buat makmur rakyat.,2025-04-29T03:35:43Z,2,vasektomi bansos,Dedi Mulyadi Usulkan Penerima Bansos Dengan Syarat Vasektomi,3
SCYRHwcEdM0,@dyananjani6146,"SELALU SAJA KB DIBENTURIN SAMA AGAMA.
PARA KIAI MAH ASYIK AJA ,BIKIN ANAK.
MRK NGEBACOT AJA BISA DPT RATUSAN JUTA KRN #JUAL #AGAMA.

MAKANYA TUH KIAI2 PADA RAME BINI RAME ANAKNYA.
SPT GANG KELINCI .

LHAH KL ORG MISKIN ????
DUIT DR MANA?? KL ANAK2NYA GA DPT MAKAN DR ORGLAIN ,, DISURUH KERJA ,MESKI DIBWAH UMUR !!

KEMISKINAN JG SUMBER DR KRIMINAL.

MAYORITAS KL KETANGKEP,NTAH MALING,BEGAL DLL ITU ALASANNYA EKONOMI BUAT HIDUPIN KELUARGA.",2025-05-08T00:08:13Z,0,vasektomi bansos,"[FULL] Vasektomi Untuk Bansos, Solusi Atau Kontroversi? | HOTROOM",1
MX3EsyJNIAU,@alifakbar845,"Aturan KDM yg satu ini sy tidak mendukung.. Salah satu tujuan perkawinan adalah mempunyai keturunan, sedikit atau banyak anak yg lahir rizkinya sudah ada yg ngatur.. Hirup pasti jeung huripna..",2025-05-01T11:48:35Z,3,vasektomi dedi mulyadi,Komentar Masyarakat Soal Pernyataan Dedi Mulyadi Usulkan Vasektomi Jadi Syarat Bansos [Newsline],3
FeYAg-udUWI,@rikicikay3765,Karang mah lama kontraksi didik2 besah kemana pada ema paraji ko di hilangkan dulu saya lahiran kata mamah saya seminggu mules v Alhamdulillah ga d sesar sekarang mah main sesar aja biar untuk untuk pembiyayan sesar,2025-05-02T06:34:46Z,0,bansos syarat vasektomi,Dedi Mulyadi Usul Vasektomi Suami Jadi Syarat Terima Bansos di Jabar | Liputan 6,2
01VzjUUJjkk,@NauratunNafiza,"Khusus vasektomi untuk pria saya kurang setuju kebijakan pak gubernur Jawa Barat KDM,yg lain oke semua",2025-05-03T02:24:16Z,0,vasektomi dedi mulyadi,"Tanggapi Rencana KB Vasektomi Dedi Mulyadi, MUI: Haram | Kabar Petang tvOne",3
kdntbrfFoXI,@infra6229,Hotman 😂,2025-05-08T10:34:02Z,0,vasektomi jawa barat,Kata Dokter Boyke soal Wacana Vasektomi di Jawa Barat #HOTROOM,2
3BqXnt1hWX8,@hendralesmana4017,Anggaran .bansos. di alihkan unk menurunkan. Pajak pengusaha. Sbgi syrat. Memprtambah/ mnyerap lapangan krj.,2025-05-03T16:00:37Z,0,bansos syarat vasektomi,Dedi Mulyadi Usulkan Vasektomi Jadi Syarat Penerima Bansos - [Primetime News],2
vOAEsi2PJew,@pamungkashadi2241,Masyarakat itu ngelunjak/ngeyel kalau gak di tegasin kepalanya kalau di belah isinya cuma keluarganya tanpa mikirin dampak lingkungan.,2025-05-02T05:22:02Z,0,vasektomi bansos,"KB Pria Syarat Penerima Bansos, BKKBN: Kita Terus Edukasi, Vasektomi Tak Mengubah &#39;Keperkasaan&#39; Pria",1
MX3EsyJNIAU,@nazamfardhu6099,kontrasepsi kondom utk keluarga yg ada batita aja sudah,2025-05-04T15:25:13Z,0,vasektomi dedi mulyadi,Komentar Masyarakat Soal Pernyataan Dedi Mulyadi Usulkan Vasektomi Jadi Syarat Bansos [Newsline],2
SCYRHwcEdM0,@adammauluddin,Ono surono bener bener tol*l wkwkwk,2025-05-09T06:30:06Z,0,vasektomi bansos,"[FULL] Vasektomi Untuk Bansos, Solusi Atau Kontroversi? | HOTROOM",2
kdntbrfFoXI,@agussetiawan-qi1nj,Harusnya vasektomi ok bagi yang suka segs. 1 x perhari udah termasuk hobi yakan. Kalau 1 minggu 1 x kan bisa diakali pake kond*m. Ini udah jadi hobi harus beli kondom tiap hari kan boncos juga kantong.,2025-05-08T03:25:03Z,0,vasektomi jawa barat,Kata Dokter Boyke soal Wacana Vasektomi di Jawa Barat #HOTROOM,2
jysHHJVOTlA,@Jong-t2v,"Kalian bisa menuntut KDM jika kalian dipaksa !

Pasal 8 UU TPKS, setiap orang yang melakukan perbuatan memaksa orang lain menggunakan alat kontrasepsi dengan kekerasan atau ancaman kekerasan, penyalahgunaan kekuasaan, penyesatan, penipuan, membuat atau memanfaatkan kondisi tidak berdaya yang dapat membuat kehilangan fungsi reproduksinya untuk sementara waktu, akan dipidana karena pemaksaan kontrasepsi. Ancaman pidana bagi pelaku pemaksaan kontrasepsi, yakni penjara paling lama lima tahun dan/ atau pidana denda paling banyak Rp 50 juta.",2025-05-01T13:34:37Z,1,kritik vasektomi bansos,Komentar Masyarakat Soal Pernyataan Dedi Mulyadi Usulkan Vasektomi Jadi Syarat Bansos  #shorts,3
SCYRHwcEdM0,@rey250887,"Kongres (Ngawangkong Teu Beres-Beres) alias OMON-OMON doank, 

terimakasih dr. Boyke sbg ahli telah menjelaskan sesuai bidang-nya, Bang Hotman  yg slalu menghibur, dan narasumber yang udah ada",2025-05-08T09:03:16Z,0,vasektomi bansos,"[FULL] Vasektomi Untuk Bansos, Solusi Atau Kontroversi? | HOTROOM",2
01VzjUUJjkk,@wahyunurjaman834,"Bagus biar kliatan mana yg dapet bansos mana yg nggak, soalnya sekarang penerima bansos berantakan, ada yg mampu masih dapat Bansos",2025-05-02T14:31:14Z,5,vasektomi dedi mulyadi,"Tanggapi Rencana KB Vasektomi Dedi Mulyadi, MUI: Haram | Kabar Petang tvOne",1
EJNMlD8KSH0,@adamramadan3653,"Setuju7, harus berani dan sedikit sentuhan otoriter 👊",2025-05-01T20:56:49Z,0,vasektomi bansos,Dedi Mulyadi Usulkan Penerima Bansos Dengan Syarat Vasektomi,1
01VzjUUJjkk,@note9694,MUI GK ADA GUNA NYA .,2025-05-03T04:31:32Z,0,vasektomi dedi mulyadi,"Tanggapi Rencana KB Vasektomi Dedi Mulyadi, MUI: Haram | Kabar Petang tvOne",1
kdntbrfFoXI,@pertiperti4796,Gana dengan perempuan bu setiril susuk dan   sepiral kan itu juga memyakitkan juga to bu buat perempuan,2025-05-10T23:15:57Z,0,vasektomi jawa barat,Kata Dokter Boyke soal Wacana Vasektomi di Jawa Barat #HOTROOM,1
